organism,complete_buscos,single_copy_buscos,fragmented_buscos,missing_buscos
GCA_002222455.1_Cryp_neof_MW_RSA1955_V1_genomic.fna,702,700,8,48
GCA_022578395.1_ASM2257839v1_genomic.fna,749,746,2,7
GCA_012934285.1_ASM1293428v1_genomic.fna,748,737,2,8
GCA_002222375.1_Cryp_neof_A2_102_5_V1_genomic.fna,706,704,7,45
GCA_038381135.1_Phcapit2_genomic.fna,755,748,1,2
GCA_035521555.1_Uapishka_2_genomic.fna,714,712,14,30
GCA_028011485.1_Lenafn1_genomic.fna,699,685,27,32
GCA_004307915.1_Dicsqu463_1_genomic.fna,725,719,14,19
GCA_020501695.1_ASM2050169v1_genomic.fna,744,743,7,7
GCA_023758145.1_ASM2375814v1_genomic.fna,752,751,1,5
GCA_025526915.1_Enthel1_genomic.fna,618,552,29,111
GCA_028827775.1_ASM2882777v1_genomic.fna,750,746,1,7
GCA_000732565.1_S40293v1_genomic.fna,745,740,3,10
GCA_022788445.1_ASM2278844v1_genomic.fna,750,747,2,6
GCA_025766325.1_Benpoi1_genomic.fna,740,666,2,16
GCA_037102785.1_ASM3710278v1_genomic.fna,723,684,2,33
GCA_024244225.1_ASM2424422v1_genomic.fna,752,748,2,4
GCA_027575375.1_UCR_CoemRSA2523_1.0_genomic.fna,556,545,77,125
GCA_029289565.1_ASM2928956v1_genomic.fna,727,219,6,25
GCA_019627735.1_Serend400_1.0_genomic.fna,548,537,85,125
GCA_027627325.1_Phlebia_brevispora_MPL23_reassembly_enz_genomic.fna,494,492,61,203
GCA_025234805.1_LMA-563_1_genomic.fna,748,689,2,8
GCA_021535285.1_Zygrou1_genomic.fna,743,740,1,14
GCA_015499995.1_Phoaln1_genomic.fna,730,367,7,21
GCA_021642125.2_ASM2164212v2_genomic.fna,751,749,3,4
GCA_005930515.1_ASM593051v1_genomic.fna,749,746,2,7
GCA_000227075.1_BotFuc_Mar2011_genomic.fna,713,712,10,35
GCA_001632445.1_Ricme1_genomic.fna,723,717,14,21
GCA_004918455.1_ASM491845v1_genomic.fna,680,679,12,66
GCA_020501465.1_ASM2050146v1_genomic.fna,744,743,6,8
GCA_010093485.1_Karrh1_genomic.fna,750,748,2,6
GCA_028828285.1_ASM2882828v1_genomic.fna,749,745,4,5
GCA_021525005.1_Lachat1_genomic.fna,732,460,6,20
GCA_018360255.1_CSU_CCC398_v1_genomic.fna,751,749,1,6
GCA_020578105.1_ASM2057810v1_genomic.fna,747,745,6,5
GCA_001029325.1_ASM102932v1_genomic.fna,746,745,5,7
GCA_030061585.1_Pva_DTO27B5_1_genomic.fna,746,740,2,10
GCA_027575385.1_UCR_CoemRSA2399_1.0_genomic.fna,592,579,49,117
GCA_028828675.1_ASM2882867v1_genomic.fna,748,741,2,8
GCA_027577095.1_UCR_CoemS610_1.0_genomic.fna,366,360,134,258
GCA_022533605.1_ASM2253360v1_genomic.fna,726,724,3,29
GCA_000773725.1_Cand_albi_P78048_V1_genomic.fna,722,716,6,30
GCA_019207125.1_ASM1920712v1_genomic.fna,724,723,5,29
GCA_000977625.3_Sc_YJM1401_v1_genomic.fna,733,716,1,24
GCA_025766245.1_Coemoj1_genomic.fna,686,646,11,61
GCA_002276475.2_Chloro_aeru_v2_genomic.fna,741,738,5,12
GCA_029378375.1_Mycoli1_genomic.fna,742,303,3,13
GCA_020500105.1_ASM2050010v1_genomic.fna,745,744,6,7
GCA_033439685.1_Apope1_genomic.fna,745,738,2,11
GCA_020102295.1_ASM2010229v1_genomic.fna,745,739,4,9
GCA_023141145.1_ASM2314114v1_genomic.fna,747,745,4,7
GCA_020503805.1_ASM2050380v1_genomic.fna,744,743,8,6
GCA_027924045.1_AbraIFM66950_1.0_genomic.fna,727,725,20,11
GCA_020573275.1_ASM2057327v1_genomic.fna,746,744,7,5
GCA_020500465.1_ASM2050046v1_genomic.fna,745,744,7,6
GCA_000383075.1_NosBomCQ1_v1.0_genomic.fna,138,77,40,580
GCA_022963115.1_ASM2296311v1_genomic.fna,736,734,6,16
GCA_004917485.1_ASM491748v1_genomic.fna,749,747,2,7
GCA_023242295.1_ASM2324229v1_genomic.fna,751,747,0,7
GCA_022829055.1_DTU_Pex_IBT34672_genomic.fna,748,738,2,8
GCA_002211485.2_ASM221148v2_genomic.fna,746,744,2,10
GCA_023138015.1_ASM2313801v1_genomic.fna,748,745,3,7
GCA_000775445.1_Cand_albi_19F_V2_genomic.fna,725,714,4,29
GCA_001572075.1_ASM157207v1_genomic.fna,744,743,6,8
GCA_000292585.1_MoY34_2.0_genomic.fna,741,737,9,8
GCA_022695765.1_Annmor1_genomic.fna,749,747,2,7
GCA_019207835.1_ASM1920783v1_genomic.fna,723,722,8,27
GCA_030407055.1_Armmel1_genomic.fna,726,599,13,19
GCA_023134515.1_ASM2313451v1_genomic.fna,745,743,3,10
GCA_905219585.1_AG1-1C_genomic.fna,718,714,8,32
GCA_021399475.1_Hyafin1_genomic.fna,743,738,7,8
GCA_007182795.1_ASM718279v1_genomic.fna,738,737,1,19
GCA_002591405.1_OphauG2_genomic.fna,733,732,8,17
GCA_001189435.1_Tophv1.0_genomic.fna,749,740,3,6
GCA_027603655.1_ASM2760365v1_genomic.fna,535,478,76,147
GCA_001632425.1_Neole1_genomic.fna,729,725,8,21
GCA_047150385.1_Poch_1.0_genomic.fna,746,744,3,9
GCA_020499125.1_ASM2049912v1_genomic.fna,745,744,8,5
GCA_004916875.1_ASM491687v1_genomic.fna,749,748,5,4
GCA_009194645.1_YarliYlCW001_genomic.fna,743,742,4,11
GCA_024761095.1_ASM2476109v1_genomic.fna,725,98,22,11
GCA_001417835.1_KM1777_03_genomic.fna,730,728,3,25
GCA_024704305.1_ASM2470430v1_genomic.fna,742,740,8,8
GCA_900235035.2_KP_7435-4_genomic.fna,733,731,2,23
GCA_023137955.1_ASM2313795v1_genomic.fna,744,742,4,10
GCA_027578915.1_UCR_CoemRSA1200_1.0_genomic.fna,681,668,17,60
GCA_949124475.1_BMC_2a.nuclear_genome.ScRAP_genomic.fna,734,717,1,23
GCA_020570395.1_ASM2057039v1_genomic.fna,746,744,7,5
GCA_900080155.1_UBRO_v3_genomic.fna,736,733,5,17
GCA_958430865.1_cclaro-a-2n_genomic.fna,610,374,52,96
GCA_949124965.1_BPK_collapsed.nuclear_genome.ScRAP_genomic.fna,732,714,2,24
GCA_027577195.1_UCR_CoemS16_1.0_genomic.fna,664,508,27,67
GCA_020500115.1_ASM2050011v1_genomic.fna,745,744,6,7
GCA_029991455.1_BAM.nuclear_genome_genomic.fna,730,713,1,27
GCA_038362885.1_ASM3836288v1_genomic.fna,739,737,9,10
GCA_010093945.1_Delco1_genomic.fna,752,749,0,6
GCA_911175035.1_Pnal_ESE00268_genomic.fna,749,744,1,8
GCA_018360475.1_CSU_LM469_v1_genomic.fna,746,740,6,6
GCA_020726485.1_Zalva1_genomic.fna,750,745,2,6
GCA_014925845.1_Crafun1_genomic.fna,733,721,6,19
GCA_004917225.1_ASM491722v1_genomic.fna,746,744,6,6
GCA_000182805.2_ASM18280v2_genomic.fna,743,741,8,7
GCA_020502035.1_ASM2050203v1_genomic.fna,745,744,5,8
GCA_015502445.1_UCR_MspGBA35_1.0_genomic.fna,709,660,17,32
GCA_020499005.1_ASM2049900v1_genomic.fna,744,743,6,8
GCA_003795315.1_ASM379531v1_genomic.fna,746,744,5,7
GCA_045785085.1_Aspcalif1_genomic.fna,748,747,5,5
GCA_035930425.1_ASM3593042v1_genomic.fna,404,387,229,125
GCA_000977175.3_Sc_YJM1336_v1_genomic.fna,733,713,1,24
GCA_016647755.1_Suisubl1_genomic.fna,722,417,12,24
GCA_020045945.2_ASM2004594v2_genomic.fna,751,746,2,5
GCA_029990925.1_BDM_1a.nuclear_genome_genomic.fna,733,715,1,24
GCA_002220035.1_Cryp_neof_MW_RSA852_V1_genomic.fna,698,697,11,49
GCA_015852435.1_UCR_MepiAD058_genomic.fna,693,632,31,34
GCA_011763715.1_ASM1176371v1_genomic.fna,698,535,27,33
GCA_029603245.1_Rhisa1_genomic.fna,720,713,15,23
GCA_024516215.1_Geocar1_genomic.fna,742,737,6,10
GCA_949123435.1_ANM_HP.nuclear_genome.ScRAP_genomic.fna,733,1,1,24
GCA_004679275.1_ASM467927v1_genomic.fna,705,702,20,33
GCA_027596035.1_ASM2759603v1_genomic.fna,661,632,36,61
GCA_033296905.1_Podaus1_genomic.fna,745,744,2,11
GCA_000004155.2_SCY4_genomic.fna,725,705,8,25
GCA_035928305.1_ASM3592830v1_genomic.fna,754,753,3,1
GCA_028025565.1_ASM2802556v1_genomic.fna,753,752,2,3
GCA_001882365.1_Rves_AM-OR11-056_1.0_genomic.fna,719,709,11,28
GCA_000784635.1_Cand_albi_SC5314_V4_genomic.fna,724,705,5,29
GCA_006535965.1_ASM653596v1_genomic.fna,698,691,15,45
GCA_020571325.1_ASM2057132v1_genomic.fna,747,745,6,5
GCA_947370365.1_BBL.nuclear_genome_genomic.fna,732,715,2,24
GCA_014176175.1_P.AWRI1613_genomic.fna,675,671,19,64
GCA_021272945.2_ASM2127294v2_genomic.fna,748,740,2,8
GCA_946151405.1_CGXH109_1_genomic.fna,659,655,57,42
GCA_027604645.1_ASM2760464v1_genomic.fna,582,539,30,146
GCA_000687475.2_ASM68747v2_genomic.fna,741,738,8,9
GCA_949610825.1_HO040108_genomic.fna,484,474,49,225
GCA_001593155.1_ASM159315v1_genomic.fna,719,705,11,28
GCA_027578595.1_UCR_CoemRSA1836_1.0_genomic.fna,371,367,149,238
GCA_030462695.1_ASM3046269v1_genomic.fna,681,680,21,56
GCA_964022795.1_CPARSMI828_genomic.fna,721,710,5,32
GCA_911174905.1_Psal_CBS135394_genomic.fna,747,743,3,8
GCA_022829825.1_ASM2282982v1_genomic.fna,745,743,6,7
GCA_001662595.1_ASM166259v1_genomic.fna,698,697,35,25
GCA_014904945.1_Gyrli1_genomic.fna,735,730,9,14
GCA_003086735.1_ASM308673v1_genomic.fna,524,511,59,175
GCA_949124675.1_BGN_3a.nuclear_genome.ScRAP_genomic.fna,733,717,1,24
GCA_027604245.1_ASM2760424v1_genomic.fna,468,455,37,253
GCA_032988195.1_ASM3298819v1_genomic.fna,749,746,3,6
GCA_037176845.1_USDA_PpaGH12_1.0_genomic.fna,733,714,8,17
GCA_032988465.1_ASM3298846v1_genomic.fna,749,748,3,6
GCA_905219615.1_AG3-T5_genomic.fna,661,656,15,82
GCA_035927305.1_ASM3592730v1_genomic.fna,328,302,174,256
GCA_035928205.1_ASM3592820v1_genomic.fna,752,750,4,2
GCA_020570935.1_ASM2057093v1_genomic.fna,746,744,7,5
GCA_002016555.1_ASM201655v1_genomic.fna,746,743,5,7
GCA_949124895.1_CQS_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_028828245.1_ASM2882824v1_genomic.fna,748,745,1,9
GCA_023141155.1_ASM2314115v1_genomic.fna,746,743,3,9
GCA_036428645.1_ASM3642864v1_genomic.fna,719,719,6,33
GCA_011764045.1_ASM1176404v1_genomic.fna,735,666,6,17
GCA_000975825.2_Sc_YJM270_v1_genomic.fna,733,716,1,24
GCA_023645815.1_KEW_Svil_genomic.fna,717,715,4,37
GCA_030036115.2_ANM_HP.nuclear_genome_genomic.fna,733,1,1,24
GCA_025169555.1_ASM2516955v1_genomic.fna,683,636,14,61
GCA_018360675.1_CSU_LM39_v1_genomic.fna,742,736,8,8
GCA_020571895.1_ASM2057189v1_genomic.fna,747,745,6,5
GCA_035928625.1_ASM3592862v1_genomic.fna,754,753,3,1
GCA_004917505.1_ASM491750v1_genomic.fna,750,749,6,2
GCA_001747055.1_ASM174705v1_genomic.fna,511,509,23,224
GCA_038381175.1_Phycapi2_genomic.fna,753,751,2,3
GCA_009663095.1_ASM966309v1_genomic.fna,751,748,1,6
GCA_022495065.1_Xyltel121673_1_genomic.fna,741,740,1,16
GCA_020499455.1_ASM2049945v1_genomic.fna,745,744,7,6
GCA_020503705.1_ASM2050370v1_genomic.fna,744,743,8,6
GCA_027945265.1_F_oxy_CF00141_genomic.fna,722,718,2,34
GCA_024516145.1_Pyrdom1_genomic.fna,726,714,11,21
GCA_022832995.1_ASM2283299v1_genomic.fna,705,704,7,46
GCA_044063575.1_ASM4406357v1_genomic.fna,748,746,2,8
GCA_038367545.1_ASM3836754v1_genomic.fna,751,747,0,7
GCA_911174845.1_Pnal_ESE00258_genomic.fna,746,741,2,10
GCA_015849305.1_UCR_MalpCK1249_1.0_genomic.fna,712,655,27,19
GCA_014839865.1_ASM1483986v1_genomic.fna,729,663,7,22
GCA_020500945.1_ASM2050094v1_genomic.fna,744,743,7,7
GCA_000750665.1_DG3_genomic.fna,683,681,35,40
GCA_029590615.1_Nemania_bipapillata_reassambly_v1_genomic.fna,550,547,58,150
GCA_004154925.1_ASM415492v1_genomic.fna,743,741,5,10
GCA_018360535.1_CSU_LM461_v1_genomic.fna,743,737,7,8
GCA_004918515.1_ASM491851v1_genomic.fna,689,688,14,55
GCA_901677955.1_C2S_WholeGenome_genomic.fna,750,745,2,6
GCA_027578415.1_UCR_CoemRSA1972_1.0_genomic.fna,681,661,15,62
GCA_032988185.1_ASM3298818v1_genomic.fna,748,747,4,6
GCA_029532415.1_USDA_Mten_1.0_genomic.fna,730,710,7,21
GCA_029704095.1_UCR_BdCLFT071_1.0_genomic.fna,675,662,14,69
GCA_023646255.1_KEW_Caet_genomic.fna,724,723,13,21
GCA_029542865.1_ASM2954286v1_genomic.fna,705,703,12,41
GCA_001636675.1_AAL_1.0_genomic.fna,742,737,7,9
GCA_017309895.1_FPRO06_genomic.fna,748,743,3,7
GCA_014281895.1_ASM1428189v1_genomic.fna,742,740,9,7
GCA_004115165.2_Cimm211_ragoo_genomic.fna,751,750,1,6
GCA_029990645.1_ADS.nuclear_genome_genomic.fna,733,716,1,24
GCA_015502455.1_UCR_MspAM989_genomic.fna,724,669,13,21
GCA_030061835.1_Pva_DTO282E5_1_genomic.fna,750,744,2,6
GCA_905332055.1_MDC_FgU1_genomic.fna,731,729,6,21
GCA_038497545.1_Lipstar1_1_genomic.fna,721,715,19,18
GCA_043643955.1_ASM4364395v1_genomic.fna,751,746,3,4
GCA_019925775.1_ASM1992577v1_genomic.fna,591,387,112,55
GCA_903819665.1_AWRI4233_genomic.fna,752,750,3,3
GCA_963921875.1_CBS95973_annotated_assembly_genomic.fna,750,748,0,8
GCA_020502215.1_ASM2050221v1_genomic.fna,741,740,8,9
GCA_011066465.2_VDG1_1.0_genomic.fna,656,655,38,64
GCA_003614145.1_Pipcy3_1_genomic.fna,319,318,68,371
GCA_903470525.1_CHRI_B12_genomic.fna,716,702,11,31
GCA_030512305.1_Cersam1_genomic.fna,739,738,7,12
GCA_018994095.1_ASM1899409v1_genomic.fna,735,200,14,9
GCA_027946365.1_ASM2794636v1_genomic.fna,749,746,3,6
GCA_016758905.1_ASM1675890v1_genomic.fna,733,705,8,17
GCA_947369855.1_BAL_1a.nuclear_genome_genomic.fna,732,715,1,25
GCA_946475005.1_fwild_b_genomic.fna,706,699,14,38
GCA_040412205.1_Neuin1_genomic.fna,750,748,2,6
GCA_002894145.1_Tr1_genomic.fna,750,749,1,7
GCA_037074405.1_ASM3707440v1_genomic.fna,746,742,3,9
GCA_023510035.1_ASM2351003v1_genomic.fna,700,698,14,44
GCA_011066345.1_CFAM422_1.0_genomic.fna,750,745,2,6
GCA_014596635.1_LMA-40_V2_genomic.fna,748,688,2,8
GCA_019788775.1_ASM1978877v1_genomic.fna,730,668,9,19
GCA_016858165.1_ASM1685816v1_genomic.fna,733,714,1,24
GCA_003611215.1_ASM361121v1_genomic.fna,752,748,3,3
GCA_022830815.1_ASM2283081v1_genomic.fna,745,743,5,8
GCA_001950575.1_P_membrenifaciens-1.0_genomic.fna,682,679,10,66
GCA_021845515.1_ASM2184551v1_genomic.fna,738,736,9,11
GCA_001890745.1_Asptu1_genomic.fna,748,744,2,8
GCA_020503185.1_ASM2050318v1_genomic.fna,746,745,7,5
GCA_030028065.1_ASM3002806v1_genomic.fna,691,690,4,63
GCA_027579645.1_UCR_CoacCBS109363_1.0_genomic.fna,435,433,110,213
GCA_012656215.1_ASM1265621v1_genomic.fna,742,741,8,8
GCA_003369665.1_ASM336966v1_genomic.fna,749,743,3,6
GCA_019702505.1_ASM1970250v1_genomic.fna,753,751,1,4
GCA_027886465.1_LboTFB7829_1_genomic.fna,729,724,9,20
GCA_022385755.1_Trace1_genomic.fna,745,742,5,8
GCA_024244195.1_UCR_Aagg_1.0_genomic.fna,669,667,56,33
GCA_001292635.1_ASM129263v1_genomic.fna,746,744,3,9
GCA_004918985.1_ASM491898v1_genomic.fna,688,687,14,56
GCA_020503565.1_ASM2050356v1_genomic.fna,746,745,6,6
GCA_025765595.1_Obemuc1_genomic.fna,598,422,47,113
GCA_000732775.1_S40285v1_genomic.fna,746,743,2,10
GCA_006542485.1_ASM654248v1_genomic.fna,749,745,1,8
GCA_027945315.1_F_oxy_CF00161_genomic.fna,702,699,4,52
GCA_017310585.1_ASM1731058v1_genomic.fna,746,745,2,10
GCA_003709025.1_ASM370902v1_genomic.fna,747,743,4,7
GCA_020578205.1_ASM2057820v1_genomic.fna,746,744,7,5
GCA_947369865.1_BAQ_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_041154705.1_EbDP_assembly_01_genomic.fna,744,736,4,10
GCA_949125335.1_CLL_collapsed.nuclear_genome.ScRAP_genomic.fna,725,708,3,30
GCA_014905825.1_Lyoat1_genomic.fna,736,204,5,17
GCA_027578315.1_UCR_CoemRSA2322_1.0_genomic.fna,556,552,65,137
GCA_949124885.1_CEI_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_020581165.1_ASM2058116v1_genomic.fna,747,745,6,5
GCA_013368375.1_LU_TRC_1.0_genomic.fna,736,728,2,20
GCA_016098015.1_UCR_MmultNRRL6456_1.0_genomic.fna,702,646,26,30
GCA_905219635.1_AG4-RS23_genomic.fna,699,694,33,26
GCA_000773825.1_Cand_albi_P37037_V1_genomic.fna,723,714,6,29
GCA_020501265.1_ASM2050126v1_genomic.fna,746,745,6,6
GCA_041121715.1_ASM4112171v1_genomic.fna,725,712,2,31
GCA_014462655.1_ASM1446265v1_genomic.fna,726,683,11,21
GCA_040126065.1_UCR_Afum_AF100-9B_1.0_genomic.fna,746,745,5,7
GCA_000976275.4_Sc_YJM682_v1_genomic.fna,733,716,1,24
GCA_021524915.1_Lacaka1_genomic.fna,735,586,6,17
GCA_027604725.1_ASM2760472v1_genomic.fna,582,520,53,123
GCA_027945365.1_F_inc_CF00095_genomic.fna,749,747,2,7
GCA_023701735.1_ASM2370173v1_genomic.fna,724,721,6,28
GCA_024761355.1_ASM2476135v1_genomic.fna,750,748,4,4
GCA_000696135.1_ASM69613v1_genomic.fna,745,743,2,11
GCA_027579315.1_UCR_CoheBCRC34780_1.0_genomic.fna,397,393,126,235
GCA_041438225.1_C.albicans_101_pri1.0_genomic.fna,725,719,4,29
GCA_949124505.1_BAM.nuclear_genome.ScRAP_genomic.fna,730,713,1,27
GCA_035926925.1_ASM3592692v1_genomic.fna,755,750,0,3
GCA_038497415.1_Liptetr1_genomic.fna,723,715,19,16
GCA_019627755.1_Serend411_1.0_genomic.fna,554,541,90,114
GCA_011950985.2_ASM1195098v2_genomic.fna,708,538,20,30
GCA_004917145.1_ASM491714v1_genomic.fna,753,750,4,1
GCA_000978195.3_Sc_YJM1527_v1_genomic.fna,733,716,1,24
GCA_009805765.1_ASM980576v1_genomic.fna,512,510,24,222
GCA_905220325.1_ScPE_H3_f_genomic.fna,733,716,1,24
GCA_949124585.1_ASN_collapsed.nuclear_genome.ScRAP_genomic.fna,714,698,11,33
GCA_010094025.1_Tryvi1_genomic.fna,753,751,1,4
GCA_027600675.1_ASM2760067v1_genomic.fna,569,549,46,143
GCA_027604465.1_ASM2760446v1_genomic.fna,448,444,50,260
GCA_010724915.1_ASM1072491v1_genomic.fna,745,744,3,10
GCA_024243985.1_nfer_LUAm3_genomic.fna,141,140,38,579
GCA_023137965.1_ASM2313796v1_genomic.fna,746,744,2,10
GCA_018296285.1_ASM1829628v1_genomic.fna,749,745,1,8
GCA_029991625.1_AIC.nuclear_genome_genomic.fna,732,715,2,24
GCA_949124865.1_CFA.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_000512565.3_ASM51256v3_genomic.fna,693,692,12,53
GCA_019924485.1_ASM1992448v1_genomic.fna,624,262,94,40
GCA_002573585.1_Heli_gris_5409_V1_genomic.fna,750,748,3,5
GCA_023646055.1_KEW_Tchr_genomic.fna,745,739,2,11
GCA_022627105.1_ASM2262710v1_genomic.fna,747,743,5,6
GCA_000827495.1_Hypsu1_genomic.fna,742,737,2,14
GCA_004918795.1_ASM491879v1_genomic.fna,683,682,15,60
GCA_003614725.1_Rozal_SC1_genomic.fna,381,370,79,298
GCA_006352295.1_UMAN_Rdio_1.0_genomic.fna,639,637,34,85
GCA_037044635.1_ASM3704463v1_genomic.fna,641,638,16,101
GCA_030867335.1_Colce1_genomic.fna,747,744,1,10
GCA_029203975.1_Mycvit1_genomic.fna,729,678,7,22
GCA_001644525.1_Stasp1_genomic.fna,748,745,1,9
GCA_020503595.1_ASM2050359v1_genomic.fna,744,743,7,7
GCA_003615165.1_Fo_CB3_v1_genomic.fna,748,744,2,8
GCA_029339225.1_ASM2933922v1_genomic.fna,748,745,2,8
GCA_017309325.2_ASM1730932v2_genomic.fna,746,745,1,11
GCA_016584275.1_ASM1658427v1_genomic.fna,717,714,12,29
GCA_020502675.1_ASM2050267v1_genomic.fna,748,747,6,4
GCA_023646375.1_KEW_Xaur_genomic.fna,741,736,9,8
GCA_004917605.1_ASM491760v1_genomic.fna,745,744,7,6
GCA_016758965.1_ASM1675896v1_genomic.fna,721,674,9,28
GCA_023646365.1_KEW_Xful_genomic.fna,750,747,1,7
GCA_022606055.1_Tragib1_genomic.fna,723,702,7,28
GCA_011032825.1_Masph1_genomic.fna,752,748,2,4
GCA_040142885.1_UCR_Afum_ATCC13073_1.0_genomic.fna,749,748,5,4
GCA_900044135.1_GZPH1RResV1_genomic.fna,748,745,2,8
GCA_030061845.1_Pva_DTO280E4_1_genomic.fna,750,744,3,5
GCA_001592465.1_Acidomyces_richmondensis_BFW_v1.0_genomic.fna,744,742,6,8
GCA_003550305.1_ASM355030v1_genomic.fna,713,688,13,32
GCA_029991875.1_AEG.nuclear_genome_genomic.fna,733,716,1,24
GCA_029281435.1_Mychae1_genomic.fna,712,601,10,36
GCA_022376435.1_Amylap1_1_genomic.fna,693,643,5,60
GCA_023645845.1_KEW_Xmed_genomic.fna,751,749,0,7
GCA_027579235.1_UCR_CoemBCRC34301_1.0_genomic.fna,656,650,26,76
GCA_002215755.1_Cneo_seroA_V2_genomic.fna,699,697,11,48
GCA_015502575.1_UCR_MspAD010_1.0_genomic.fna,712,659,19,27
GCA_004918645.1_ASM491864v1_genomic.fna,688,687,14,56
GCA_015679515.1_UCR_MspNVP85_1.0_genomic.fna,707,666,25,26
GCA_015502475.1_UCR_MspAD031_1.0_genomic.fna,709,661,16,33
GCA_949124605.1_BMB.nuclear_genome.ScRAP_genomic.fna,734,717,1,23
GCA_027945305.1_F_oxy_CF00160_genomic.fna,716,712,2,40
GCA_022180325.1_Fl_assembly_01_genomic.fna,749,747,3,6
GCA_003814445.1_ASM381444v1_genomic.fna,746,742,1,11
GCA_015484515.1_Pleery1_genomic.fna,739,730,8,11
GCA_027575695.1_UCR_CoemRSA638_1.0_genomic.fna,679,660,18,61
GCA_000465215.2_Pysem1.0_genomic.fna,745,741,6,7
GCA_000616905.1_Tric_rubr_M1448_V1_genomic.fna,743,738,5,10
GCA_004918245.1_ASM491824v1_genomic.fna,753,751,3,2
GCA_001855235.1_ASM185523v1_genomic.fna,748,745,3,7
GCA_004522655.2_ASM452265v2_genomic.fna,736,736,6,16
GCA_026026815.1_ASM2602681v1_genomic.fna,745,741,2,11
GCA_000769735.1_ASM76973v1_genomic.fna,748,744,2,8
GCA_028828825.1_ASM2882882v1_genomic.fna,747,741,1,10
GCA_004156025.2_ASM415602v2_genomic.fna,752,750,1,5
GCA_000151005.2_ASM15100v2_genomic.fna,742,740,6,10
GCA_020573605.1_ASM2057360v1_genomic.fna,746,744,7,5
GCA_004155925.1_ASM415592v1_genomic.fna,747,743,3,8
GCA_020568775.1_ASM2056877v1_genomic.fna,746,744,7,5
GCA_030553445.1_ASM3055344v1_genomic.fna,754,12,1,3
GCA_001263375.1_ASM126337v1_genomic.fna,623,621,27,108
GCA_021556705.1_ASM2155670v1_genomic.fna,577,549,34,147
GCA_900087985.1_YALIA101_genomic.fna,742,739,3,13
GCA_001633055.2_OPF_BCC54312_improved_genomic.fna,738,736,5,15
GCA_023134385.1_ASM2313438v1_genomic.fna,746,744,2,10
GCA_001275765.2_ASM127576v2_genomic.fna,664,582,9,85
GCA_026914245.1_ASM2691424v1_genomic.fna,661,632,20,77
GCA_019632275.1_Tulasn330_1.0_genomic.fna,718,715,18,22
GCA_020572345.1_ASM2057234v1_genomic.fna,747,745,6,5
GCA_027604065.1_ASM2760406v1_genomic.fna,534,521,78,146
GCA_019924695.1_ASM1992469v1_genomic.fna,578,304,123,57
GCA_015342415.1_ASM1534241v1_genomic.fna,709,700,8,41
GCA_035928065.1_ASM3592806v1_genomic.fna,743,742,6,9
GCA_013266165.1_ASM1326616v1_genomic.fna,745,742,6,7
GCA_002946425.1_ASM294642v1_genomic.fna,746,720,2,10
GCA_949123255.1_AAC_HP2.nuclear_genome.ScRAP_genomic.fna,724,707,2,32
GCA_024704025.1_ASM2470402v1_genomic.fna,742,740,8,8
GCA_011745625.2_ASM1174562v2_genomic.fna,753,752,1,4
GCA_002087885.1_ASM208788v1_genomic.fna,79,77,44,635
GCA_020746835.1_Stael1_genomic.fna,748,744,2,8
GCA_036287355.1_ASM3628735v1_genomic.fna,704,703,11,43
GCA_018360135.1_CSU_CCC632_v1_genomic.fna,722,721,20,16
GCA_946408725.1_Wolfe_SeubUCD646_genomic.fna,732,713,2,24
GCA_013305925.1_ASM1330592v1_genomic.fna,751,696,1,6
GCA_000150675.2_ASM15067v2_genomic.fna,696,695,15,47
GCA_022832115.1_ASM2283211v1_genomic.fna,747,745,5,6
GCA_020575375.1_ASM2057537v1_genomic.fna,746,744,7,5
GCA_027627215.1_Lecanicillium_saksenae_reassembly_genomic.fna,531,528,93,134
GCA_033297225.1_Dipgro1_genomic.fna,744,741,2,12
GCA_002105055.1_Leucr1_genomic.fna,646,643,28,84
GCA_028027615.1_ASM2802761v1_genomic.fna,752,751,2,4
GCA_035927985.1_ASM3592798v1_genomic.fna,689,688,36,33
GCA_002926055.1_CanHae_1.0_genomic.fna,710,708,14,34
GCA_018360925.1_CSU_Clav26_v1_genomic.fna,747,741,4,7
GCA_900074725.1_LADA0_genomic.fna,739,738,1,18
GCA_024761435.1_ASM2476143v1_genomic.fna,751,750,4,3
GCA_029281405.1_Mycpur1_genomic.fna,725,704,6,27
GCA_022831385.1_ASM2283138v1_genomic.fna,748,746,5,5
GCA_011763585.1_ASM1176358v1_genomic.fna,697,534,25,36
GCA_900007135.1_D_fabryi_PRJEB9676_v1_genomic.fna,748,746,1,9
GCA_000167675.2_v2.0_genomic.fna,751,749,2,5
GCA_013781345.1_ASM1378134v1_genomic.fna,743,739,9,6
GCA_027579355.1_UCR_CoerBCRC34228_1.0_genomic.fna,441,399,118,199
GCA_020500215.1_ASM2050021v1_genomic.fna,747,746,6,5
GCA_025869475.1_ASM2586947v1_genomic.fna,484,445,42,232
GCA_003019895.1_Coniella_lustricola_v1.0_genomic.fna,747,745,2,9
GCA_027946355.1_ASM2794635v1_genomic.fna,701,698,29,28
